survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,alive,alone,embarked_Q,embarked_S,fare_normalized,age_normalized
0,3,1,18.0,0,0,7.775,Third,woman,False,no,True,0,1,0.015175789316712771,0.22090977632571
0,2,0,39.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.4847951746670017
1,1,1,33.0,1,0,53.1,First,woman,False,yes,False,0,1,0.10364429745562033,0.4093993465694898
0,3,0,26.0,0,0,7.8875,Third,man,True,no,True,0,1,0.015395374692678068,0.32143754712239253
0,3,0,39.0,0,0,24.15,Third,man,True,no,True,0,1,0.04713766070721715,0.4847951746670017
0,2,0,35.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.4345312892686604
0,3,1,6.0,4,2,31.275,Third,child,False,no,False,0,1,0.06104473451835265,0.0701181201306861
0,3,0,30.5,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.3779844181955265
0,1,0,28.0,0,0,0.0,First,man,True,no,True,0,1,0.0,0.34656948982156316
0,3,1,23.0,0,0,7.925,Third,woman,False,no,True,0,1,0.015468569817999833,0.2837396330736366
0,2,0,31.0,1,1,37.0042,Second,man,True,no,False,0,0,0.07222738817151159,0.38426740387031916
0,3,0,43.0,0,0,6.45,Third,man,True,no,True,0,1,0.012589561555343713,0.5350590600653431
0,3,0,10.0,3,2,27.9,Third,child,False,no,False,0,1,0.05445717323939373,0.12038200552902739
1,1,1,52.0,1,1,93.5,First,woman,False,yes,False,0,1,0.18249984580226933,0.648152802211611
1,3,0,27.0,0,0,8.6625,Third,man,True,yes,True,0,1,0.016908073949327893,0.33400351847197784
0,1,0,38.0,0,0,0.0,First,man,True,no,True,0,1,0.0,0.4722292033174164
1,3,1,27.0,0,1,12.475,Third,woman,False,yes,False,0,1,0.024349578357040744,0.33400351847197784
0,3,0,2.0,4,1,39.6875,Third,child,False,no,False,0,1,0.07746484096553544,0.01985423473234481
0,3,0,28.0,0,0,6.95,Third,man,True,no,True,1,0,0.013565496559633922,0.34656948982156316
0,3,0,28.0,0,0,56.4958,Third,man,True,no,True,0,1,0.11027245763075773,0.34656948982156316
1,2,0,1.0,0,2,37.0042,Second,child,False,yes,False,0,0,0.07222738817151159,0.007288263382759488
1,3,0,28.0,0,0,7.75,Third,man,True,yes,True,1,0,0.015126992566498259,0.34656948982156316
1,1,1,62.0,0,0,80.0,First,woman,False,yes,True,0,1,0.15614960068643363,0.7738125157074642
1,3,1,15.0,1,0,14.4542,Third,child,False,yes,False,0,0,0.028212719478023115,0.18321186227695402
1,2,0,0.83,1,1,18.75,Second,child,False,yes,False,0,1,0.03659756266088288,0.005152048253329982
0,3,0,28.0,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.34656948982156316
0,3,0,23.0,0,0,7.8542,Third,man,True,no,True,0,1,0.015330377421392339,0.2837396330736366
0,3,0,18.0,0,0,8.3,Third,man,True,no,True,0,1,0.016200521071217493,0.22090977632571
1,1,1,39.0,1,1,83.1583,First,woman,False,yes,False,0,0,0.16231419173453318,0.4847951746670017
0,3,0,21.0,0,0,8.6625,Third,man,True,no,True,0,1,0.016908073949327893,0.2586076903744659
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
1,3,0,32.0,0,0,56.4958,Third,man,True,yes,True,0,1,0.11027245763075773,0.39683337521990447
1,1,0,28.0,0,0,29.7,First,man,True,yes,True,0,0,0.057970539254838485,0.34656948982156316
0,3,0,20.0,0,0,7.925,Third,man,True,no,True,0,1,0.015468569817999833,0.24604171902488062
0,2,0,16.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.19577783362653933
1,1,1,30.0,0,0,31.0,First,woman,False,yes,True,0,0,0.060507970265993034,0.37170143252073384
0,3,0,34.5,0,0,6.4375,Third,man,True,no,True,0,0,0.012565163180236457,0.4282483035938678
0,3,0,17.0,0,0,8.6625,Third,man,True,no,True,0,1,0.016908073949327893,0.20834380497612465
0,3,0,42.0,0,0,7.55,Third,man,True,no,True,0,1,0.014736618564782174,0.5224930887157577
0,3,0,28.0,8,2,69.55,Third,man,True,no,False,0,1,0.13575255909676825,0.34656948982156316
0,3,0,35.0,0,0,7.8958,Third,man,True,no,True,0,0,0.015411575213749286,0.4345312892686604
0,2,0,28.0,0,1,33.0,Second,man,True,no,False,0,1,0.06441171028315387,0.34656948982156316
1,1,1,28.0,1,0,89.1042,First,woman,False,yes,False,0,0,0.17391981561855152,0.34656948982156316
0,3,0,4.0,4,2,31.275,Third,child,False,no,False,0,1,0.06104473451835265,0.04498617743151546
0,3,0,74.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.9246041719024881
0,3,1,9.0,1,1,15.2458,Third,child,False,no,False,0,0,0.029757819776815374,0.10781603417944208
1,1,1,16.0,0,1,39.4,First,woman,False,yes,False,0,1,0.07690367833806856,0.19577783362653933
0,2,1,44.0,1,0,26.0,Second,woman,False,no,False,0,1,0.050748620223090936,0.5476250314149284
1,3,1,18.0,0,1,9.35,Third,woman,False,yes,False,0,1,0.018249984580226933,0.22090977632571
1,1,1,45.0,1,1,164.8667,First,woman,False,yes,False,0,1,0.32179836714362564,0.5601910027645137
1,1,0,51.0,0,0,26.55,First,man,True,yes,True,0,1,0.051822148727810165,0.6355868308620256
1,3,1,24.0,0,3,19.2583,Third,woman,False,yes,False,0,0,0.03758969818624431,0.2963056044232219
0,3,0,28.0,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.34656948982156316
0,3,0,41.0,2,0,14.1083,Third,man,True,no,False,0,1,0.027537567642055148,0.5099271173661725
0,2,0,21.0,1,0,11.5,Second,man,True,no,False,0,1,0.022446505098674838,0.2586076903744659
1,1,1,48.0,0,0,25.9292,First,woman,False,yes,True,0,1,0.050610427826483444,0.5978889168132697
0,3,1,28.0,8,2,69.55,Third,woman,False,no,False,0,1,0.13575255909676825,0.34656948982156316
0,2,0,24.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.2963056044232219
1,2,1,42.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.5224930887157577
1,2,1,27.0,1,0,13.8583,Second,woman,False,yes,False,0,0,0.027049600139910042,0.33400351847197784
0,1,0,31.0,0,0,50.4958,First,man,True,no,True,0,1,0.09856123757927521,0.38426740387031916
0,3,0,28.0,0,0,9.5,Third,man,True,no,True,0,1,0.018542765081513996,0.34656948982156316
1,3,0,4.0,1,1,11.1333,Third,child,False,yes,False,0,1,0.021730754366528396,0.04498617743151546
0,3,0,26.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.32143754712239253
1,1,1,47.0,1,1,52.5542,First,woman,False,yes,False,0,1,0.10257896680493714,0.5853229454636844
0,1,0,33.0,0,0,5.0,First,man,True,no,True,0,1,0.009759350042902102,0.4093993465694898
0,3,0,47.0,0,0,9.0,Third,man,True,no,True,0,1,0.017566830077223785,0.5853229454636844
1,2,1,28.0,1,0,24.0,Second,woman,False,yes,False,0,0,0.04684488020593009,0.34656948982156316
1,3,1,15.0,0,0,7.225,Third,child,False,yes,True,0,0,0.014102260811993537,0.18321186227695402
0,3,0,20.0,0,0,9.8458,Third,man,True,no,True,0,1,0.019217721730481106,0.24604171902488062
0,3,0,19.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2334757476752953
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
1,1,1,56.0,0,1,83.1583,First,woman,False,yes,False,0,0,0.16231419173453318,0.6984166876099522
1,2,1,25.0,0,1,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.3088715757728072
0,3,0,33.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.4093993465694898
0,3,1,22.0,0,0,10.5167,Third,woman,False,no,True,0,1,0.02052723131923771,0.2711736617240512
0,2,0,28.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.34656948982156316
0,3,0,25.0,0,0,7.05,Third,man,True,no,True,0,1,0.013760683560491965,0.3088715757728072
0,3,1,39.0,0,5,29.125,Third,woman,False,no,False,1,0,0.05684821399990475,0.4847951746670017
0,2,0,27.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.33400351847197784
1,1,1,19.0,0,0,30.0,First,woman,False,yes,True,0,1,0.05855610025741262,0.2334757476752953
0,3,1,28.0,1,2,23.45,Third,woman,False,no,False,0,1,0.04577135170121086,0.34656948982156316
1,1,0,26.0,0,0,30.0,First,man,True,yes,True,0,0,0.05855610025741262,0.32143754712239253
0,3,0,32.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.39683337521990447
